,Total_sqr_footage,GarageFinish,OverallCond,AllPorchSF,Condition1,OverallQual_3,AllSF,Neighborhood,SimplOverallCond,TotalSF,OverallQual_sq,AllFlrsSF_3,BsmtExposure,GarageYrBlt,MSZoning,CentralAir,YearBuilt,OverallQual,BsmtFinSF1,AllSF_3,OverallGrade,LotArea_log,LotArea,SaleCondition,AllSF_2,Functional,TotalSF_log,YrBltAndRemod,SimplOverallQual_sq,GarageScore_3,SimplFireplaceQu,GarageCars_log,KitchenScore,AllFlrsSF_sq,1stFlrSF_log,HalfBath,Foundation,KitchenQual_sq,FireplaceQu,KitchenQual_3,GarageQual,GrLivArea,GarageScore,TotRmsAbvGrd_log,TotalBsmtSF,YearRemodAdd_log,FullBath,SimplOverallQual,ExterGrade,TotalBath_sq,HalfBath_log,2ndFlrSF_log,SimplExterGrade,GrLivArea_sq,OpenPorchSF_log,AllFlrsSF_2,SimplGarageScore,YearRemodAdd,SimplBsmtFinType1,SaleType,BldgType,TotRmsAbvGrd,SimplOverallGrade,SimplKitchenScore,PavedDrive,2ndFlrSF,GarageCars_sq,LotFrontage,LotFrontage_log,SimplExterQual,GarageCars,GarageArea,SimplGarageCond,Fireplaces,HeatingQC,GarageCond,SimplOverallQual_2,GrLivArea_2,BsmtUnfSF,ExterQual,OverallQual_2,OpenPorchSF,LotShape,GarageScore_2,GrLivArea_3,FireplaceScore,BsmtFullBath,BsmtFinType1,SimplGarageQual,GarageScore_sq,SimplFireplaceScore,KitchenQual_2,BsmtUnfSF_log,BedroomAbvGr,TotalBath_3,hasfireplace,MoSold,ExterQual_3,SimplHeatingQC,SimplBsmtQual,AllSF_sq,BsmtQual,YrSold,BsmtFinSF1_log,TotalBath_2,ScreenPorch_log,hasgarage,MasVnrArea,GarageArea_log,WoodDeckSF_log,GarageType,TotalBsmtSF_log,ExterQual_sq,TotalBath,KitchenQual,GarageCars_3,SimplFunctional,AllFlrsSF,1stFlrSF,ScreenPorch,GrLivArea_log,GarageGrade,Fireplaces_log,BsmtFullBath_log,ExterQual_2,SimplOverallQual_3,GarageCars_2,SimplKitchenQual,y
22,1795,RFn,5,330,Norm,512,3572,CollgCr,2,3572,2.8284271247461903,5783534875,0.0,2002.0,RL,Y,2002,8,0,45575805248,40,9.184304357425342,9742,Normal,12759184,8,8.181160858023409,4004,1.7320508075688772,4111379208.0,2.0,1.0986122886681098,4,42.36744032862972,7.493317248862145,0,PConc,2.0,4.0,64,3.0,1795,1602.0,2.0794415416798357,1777,7.602401335665818,2,3,12,1.4142135623730951,0.0,0.0,2,42.36744032862972,5.075173815233827,3222025,534.0,2002,1.0,WD,1Fam,7,6,2,2,0,1.4142135623730951,75.0,4.330733340286331,2,2,534,1.0,1,5,3.0,9,3222025,1777,4,64,159,4,2566404.0,5783534875,4.0,0,1.0,1.0,40.024992192379,2.0,16,7.48324441607385,3,8.0,1,9,64,2,2.0,59.76621118993574,4.0,2008,0.0,4.0,0.0,1,281.0,6.282266746896006,5.147494476813453,Attchd,7.48324441607385,2.0,2.0,4,8,4,1795,1795,0,7.493317248862145,9.0,0.6931471805599453,0.0,16,27,4,2,12.345838935721968
23,1900,Unf,7,210,Norm,125,2100,MeadowV,3,2100,2.23606797749979,1191016000,0.0,1976.0,RM,Y,1976,5,840,9261000000,35,8.348774539791274,4224,Normal,4410000,8,7.650168700845001,3952,1.4142135623730951,5053029696.0,1.0,1.0986122886681098,3,32.55764119219941,6.966967138613983,0,PConc,1.7320508075688772,3.0,27,3.0,1060,1716.0,1.9459101490553132,1040,7.589335823170617,1,2,9,1.4142135623730951,0.0,0.0,1,32.55764119219941,4.709530201312334,1123600,572.0,1976,2.0,WD,TwnhsE,6,6,1,2,0,1.4142135623730951,44.0,3.8066624897703196,1,2,572,1.0,1,3,3.0,4,1123600,200,3,25,110,4,2944656.0,1191016000,3.0,1,6.0,1.0,41.42463035441596,1.0,9,5.303304908059076,3,8.0,1,6,27,1,2.0,45.8257569495584,4.0,2007,6.734591659972948,4.0,0.0,1,0.0,6.35088571671474,4.61512051684126,Attchd,6.947937068614969,1.7320508075688772,2.0,3,8,4,1060,1060,0,6.966967138613983,9.0,0.6931471805599453,0.6931471805599453,9,8,4,1,11.774527900858468
24,1916,Unf,8,496,Norm,125,2120,Sawyer,3,2120,2.23606797749979,1191016000,1.0,1968.0,RL,Y,1968,5,188,9528128000,40,9.017604776833355,8246,Normal,4494400,8,7.659642954564682,3969,1.4142135623730951,531441000.0,1.0,0.6931471805599453,4,32.55764119219941,6.966967138613983,0,CBlock,2.0,3.0,64,3.0,1060,810.0,1.9459101490553132,1060,7.601901959875166,1,2,12,1.4142135623730951,0.0,0.0,2,32.55764119219941,4.51085950651685,1123600,270.0,2001,1.0,WD,1Fam,6,6,2,2,0,1.0,,,1,1,270,1.0,1,5,3.0,4,1123600,204,3,25,90,3,656100.0,1191016000,3.0,1,3.0,1.0,28.460498941515414,1.0,16,5.3230099791384085,3,8.0,1,5,27,2,1.0,46.04345773288535,3.0,2010,5.241747015059643,4.0,0.0,1,0.0,5.602118820879701,6.008813185442595,Attchd,6.966967138613983,1.7320508075688772,2.0,4,1,4,1060,1060,0,6.966967138613983,9.0,0.6931471805599453,0.6931471805599453,9,8,1,2,11.944714374881176
25,1600,RFn,5,56,Norm,512,3166,NridgHt,2,3166,2.8284271247461903,4096000000,0.0,2007.0,RL,Y,2007,8,0,31734578296,40,9.56317796268366,14230,Normal,10023556,8,8.06054004653864,4014,1.7320508075688772,19034163000.0,2.0,1.3862943611198906,4,40.0,7.3783837129967145,0,PConc,2.0,4.0,64,3.0,1600,2670.0,2.0794415416798357,1566,7.60489448081162,2,3,12,1.4142135623730951,0.0,0.0,2,40.0,4.04305126783455,2560000,890.0,2007,1.0,WD,1Fam,7,6,2,2,0,1.7320508075688772,110.0,4.709530201312334,2,3,890,1.0,1,5,3.0,9,2560000,1566,4,64,56,4,7128900.0,4096000000,4.0,0,1.0,1.0,51.67204273105525,2.0,16,7.356918242356021,3,8.0,1,7,64,2,2.0,56.2672195865408,4.0,2009,0.0,4.0,0.0,1,640.0,6.792344427470809,0.0,Attchd,7.356918242356021,2.0,2.0,4,27,4,1600,1600,0,7.3783837129967145,9.0,0.6931471805599453,0.0,16,27,9,2,12.454107814022272
26,1620,Unf,7,254,Norm,125,1800,NAmes,3,1800,2.23606797749979,729000000,1.0,2005.0,RL,Y,1951,5,234,5832000000,35,8.881975184248867,7200,Normal,3240000,8,7.496097345175956,3951,1.4142135623730951,5159780352.0,,1.0986122886681098,4,30.0,6.803505257608338,0,CBlock,2.0,,64,3.0,900,1728.0,1.791759469228055,900,7.601402334583733,1,2,9,1.224744871391589,0.0,0.0,1,30.0,3.4965075614664802,810000,576.0,2000,2.0,WD,1Fam,5,6,2,2,0,1.4142135623730951,60.0,4.110873864173311,1,2,576,1.0,0,3,3.0,4,810000,180,3,25,32,4,2985984.0,729000000,,0,4.0,1.0,41.569219381653056,,16,5.198497031265826,3,3.375,0,5,27,1,1.0,42.42640687119285,3.0,2010,5.459585514144159,2.25,0.0,1,0.0,6.3578422665081,5.407171771460119,Detchd,6.803505257608338,1.7320508075688772,1.5,4,8,4,900,900,0,6.803505257608338,9.0,0.0,0.0,9,8,4,2,11.811554895830454
27,2922,RFn,5,50,Norm,512,3408,NridgHt,2,3408,2.8284271247461903,4947761664,0.0,2008.0,RL,Y,2007,8,1218,39582093312,40,9.348274558065496,11478,Normal,11614464,8,8.134174272137903,4015,1.7320508075688772,12422690496.0,2.0,1.3862943611198906,4,41.27953488110059,7.4413203897176174,0,PConc,2.0,4.0,64,3.0,1704,2316.0,2.0794415416798357,1704,7.605392364814935,2,3,12,1.7320508075688772,0.0,0.0,2,41.27953488110059,3.9318256327243257,2903616,772.0,2008,2.0,WD,1Fam,7,6,2,2,0,1.7320508075688772,98.0,4.59511985013459,2,3,772,1.0,1,5,3.0,9,2903616,486,4,64,50,4,5363856.0,4947761664,4.0,1,6.0,1.0,48.12483766206386,2.0,16,6.18826412308259,3,27.0,1,5,64,2,2.0,58.378078077305695,5.0,2010,7.105786129481271,9.0,0.0,1,200.0,6.650279048587422,0.0,Attchd,7.4413203897176174,2.0,3.0,4,27,4,1704,1704,0,7.4413203897176174,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.631343648903034
28,2877,RFn,6,546,Norm,125,3084,NAmes,2,3084,2.23606797749979,4096000000,3.0,1957.0,RL,Y,1957,5,1277,29332096704,30,9.700269170029188,16321,Normal,9511056,8,8.034306936339489,3954,1.4142135623730951,876467493.0,2.0,0.6931471805599453,3,40.0,7.3783837129967145,0,CBlock,1.7320508075688772,4.0,27,3.0,1600,957.0,1.9459101490553132,1484,7.599901959208498,1,2,9,1.4142135623730951,0.0,0.0,1,40.0,5.556828061699537,2560000,319.0,1997,2.0,WD,1Fam,6,4,1,2,0,1.0,47.0,3.871201010907891,1,1,319,1.0,2,3,3.0,4,2560000,207,3,25,258,3,915849.0,4096000000,8.0,1,4.0,1.0,30.93541659651604,4.0,9,5.337538079701318,2,8.0,1,12,27,1,1.0,55.53377350765928,3.0,2006,7.15305163493748,4.0,0.0,1,0.0,5.768320995793772,5.666426688112432,Attchd,7.3031700512368,1.7320508075688772,2.0,3,1,4,1600,1600,0,7.3783837129967145,9.0,1.0986122886681098,0.6931471805599453,9,8,1,1,12.242891437918386
29,520,Unf,6,136,Feedr,64,1040,BrkSide,2,1040,2.0,140608000,0.0,1920.0,RM,N,1927,4,0,1124864000,24,8.752265313595721,6324,Normal,1081600,8,6.947937068614969,3877,1.4142135623730951,110592000.0,,0.6931471805599453,2,22.80350850198276,6.255750041753367,0,BrkTil,1.4142135623730951,,8,2.0,520,480.0,1.6094379124341003,520,7.576097340623111,1,2,9,1.0,0.0,0.0,1,22.80350850198276,0.0,270400,240.0,1950,1.0,WD,1Fam,4,4,1,2,0,1.0,60.0,4.110873864173311,1,1,240,1.0,0,2,3.0,4,270400,520,3,16,0,3,230400.0,140608000,,0,1.0,1.0,21.908902300206645,,4,6.255750041753367,1,1.0,0,5,27,1,1.0,32.2490309931942,3.0,2008,0.0,1.0,0.0,1,0.0,5.484796933490655,3.912023005428146,Detchd,6.255750041753367,1.7320508075688772,1.0,2,1,4,520,520,0,6.255750041753367,6.0,0.0,0.0,9,8,1,1,11.134603622683905
30,1317,Unf,4,226,Feedr,64,1966,IDOTRR,2,1966,2.0,2284322013,0.0,1920.0,C (all),N,1920,4,0,7598896696,16,9.04793908261736,8500,Normal,3865156,8,7.584264818389059,3870,1.4142135623730951,421875000.0,,0.6931471805599453,3,36.29049462324811,6.476972362889683,0,BrkTil,1.7320508075688772,,27,3.0,1317,750.0,1.9459101490553132,649,7.576097340623111,1,2,6,1.0,0.0,6.505784060128229,1,36.29049462324811,4.007333185232471,1734489,250.0,1950,1.0,WD,1Fam,6,4,1,0,668,1.0,50.0,3.9318256327243257,1,1,250,1.0,0,3,2.0,4,1734489,649,3,16,54,4,562500.0,2284322013,,0,1.0,1.0,27.386127875258307,,9,6.476972362889683,3,1.0,0,7,27,1,1.0,44.339598554790726,3.0,2008,0.0,1.0,0.0,1,0.0,5.5254529391317835,0.0,Detchd,6.476972362889683,1.7320508075688772,1.0,3,1,4,1317,649,0,7.183870715062453,6.0,0.0,0.0,9,8,1,1,10.596659732783579
31,1228,Unf,6,65,Norm,125,2456,Sawyer,2,2456,2.23606797749979,1851804352,0.0,1966.0,RL,Y,1966,5,0,14814434816,30,9.053101595549691,8544,Normal,6031936,8,7.806696372521179,3972,1.4142135623730951,537367797.0,,0.6931471805599453,4,35.04283093587046,7.113956109566034,1,CBlock,2.0,,64,3.0,1228,813.0,1.9459101490553132,1228,7.604396348796338,1,2,9,1.224744871391589,0.6931471805599453,0.0,1,35.04283093587046,4.189654742026425,1507984,271.0,2006,1.0,WD,1Fam,6,4,2,2,0,1.0,,,1,1,271,1.0,0,4,3.0,4,1507984,1228,3,25,65,3,660969.0,1851804352,,0,1.0,1.0,28.513154858766505,,16,7.113956109566034,3,3.375,0,6,27,2,1.0,49.558046773455466,3.0,2008,0.0,2.25,0.0,1,0.0,5.605802066295998,0.0,Attchd,7.113956109566034,1.7320508075688772,1.5,4,1,4,1228,1228,0,7.113956109566034,9.0,0.0,0.0,9,8,1,2,11.914054519303125
32,1234,RFn,5,30,Norm,512,2468,CollgCr,2,2468,2.8284271247461903,1879080904,2.0,2007.0,RL,Y,2007,8,0,15032647232,40,9.3101857069459,11049,Normal,6091024,8,7.81156848934518,4014,1.7320508075688772,3061257408.0,,1.0986122886681098,4,35.12833614050059,7.118826249062078,0,PConc,2.0,,64,3.0,1234,1452.0,2.0794415416798357,1234,7.60489448081162,2,3,12,1.4142135623730951,0.0,0.0,2,35.12833614050059,3.4339872044851463,1522756,484.0,2007,1.0,WD,1Fam,7,6,2,2,0,1.4142135623730951,85.0,4.454347296253507,2,2,484,1.0,0,5,3.0,9,1522756,1234,4,64,30,4,2108304.0,1879080904,,0,1.0,1.0,38.1051177665153,,16,7.118826249062078,3,8.0,0,1,64,2,2.0,49.678969393496885,5.0,2008,0.0,4.0,0.0,1,0.0,6.184148890937483,0.0,Attchd,7.118826249062078,2.0,2.0,4,8,4,1234,1234,0,7.118826249062078,9.0,0.0,0.0,16,27,4,2,12.100161978566867
33,2718,RFn,5,38,Norm,125,3098,NAmes,2,3098,2.23606797749979,4913000000,0.0,1959.0,RL,Y,1959,5,1018,29733377192,25,9.26416545867109,10552,Normal,9597604,8,8.038834757787749,3918,1.4142135623730951,2411494821.0,2.0,1.0986122886681098,4,41.23105625617661,7.438971592395862,1,CBlock,2.0,4.0,64,3.0,1700,1341.0,1.9459101490553132,1398,7.580699752224563,1,2,9,1.4142135623730951,0.6931471805599453,0.0,1,41.23105625617661,3.6635616461296463,2890000,447.0,1959,1.0,WD,1Fam,6,4,2,2,0,1.4142135623730951,70.0,4.2626798770413155,1,2,447,1.0,1,4,3.0,4,2890000,380,3,25,38,3,1798281.0,4913000000,4.0,0,3.0,1.0,36.61966684720111,2.0,16,5.942799375126701,4,8.0,1,4,27,2,1.0,55.65968020030299,3.0,2010,6.926577033222725,4.0,0.0,1,0.0,6.104793232414985,0.0,Attchd,7.243512974665482,1.7320508075688772,2.0,4,8,4,1700,1700,0,7.438971592395862,9.0,0.6931471805599453,0.0,9,8,4,2,12.016732516077072
34,2714,Fin,5,250,Norm,729,3122,NridgHt,2,3122,3.0,3803721481,0.0,2005.0,RL,Y,2005,9,1153,30429771848,45,8.897545598709327,7313,Normal,9746884,8,8.046549357283078,4010,1.7320508075688772,4640749632.0,2.0,1.0986122886681098,5,39.50949253027682,7.3537223303996315,0,PConc,2.23606797749979,4.0,125,3.0,1561,1668.0,1.9459101490553132,1561,7.603897968521881,2,3,15,1.7320508075688772,0.0,0.0,2,39.50949253027682,3.871201010907891,2436721,556.0,2005,2.0,WD,TwnhsE,6,6,2,2,0,1.4142135623730951,60.0,4.110873864173311,2,2,556,1.0,1,5,3.0,9,2436721,408,5,81,47,4,2782224.0,3803721481,4.0,1,6.0,1.0,40.84115571332428,2.0,25,6.013715156042802,2,27.0,1,8,125,2,2.0,55.87486017879597,5.0,2007,7.050989447068045,9.0,0.0,1,246.0,6.322565239927284,5.318119993844216,Attchd,7.3537223303996315,2.23606797749979,3.0,5,8,4,1561,1561,0,7.3537223303996315,9.0,0.6931471805599453,0.6931471805599453,25,27,4,2,12.533579815765737
35,2452,Fin,5,145,Norm,512,3569,NridgHt,2,3569,2.8284271247461903,14742169408,2.0,2004.0,RL,Y,2004,8,0,45461069009,40,9.504426892100957,13418,Normal,12737761,8,8.180320874773685,4009,1.7320508075688772,8908363017.0,2.0,1.3862943611198906,4,49.51767361255979,7.0326242610280065,1,PConc,2.0,4.0,64,3.0,2452,2073.0,2.302585092994046,1117,7.603897968521881,3,3,12,1.8708286933869707,0.6931471805599453,7.186144304522325,2,49.51767361255979,3.4965075614664802,6012304,691.0,2005,1.0,WD,1Fam,9,6,2,2,1320,1.7320508075688772,108.0,4.6913478822291435,2,3,691,1.0,1,5,3.0,9,6012304,1117,4,64,32,4,4297329.0,14742169408,4.0,0,1.0,1.0,45.53020975132884,2.0,16,7.0192966537150445,4,42.875,1,9,64,2,2.0,59.74110812497538,5.0,2006,0.0,12.25,0.0,1,132.0,6.539585955617669,4.736198448394496,BuiltIn,7.0192966537150445,2.0,3.5,4,27,4,2452,1132,0,7.8050670442584895,9.0,0.6931471805599453,0.0,16,27,9,2,12.6410997921206
36,1097,Unf,5,456,Norm,125,2194,CollgCr,2,2194,2.23606797749979,1320139673,0.0,1995.0,RL,Y,1994,5,0,10561117384,25,9.292841593487926,10859,Normal,4813636,8,7.693937325509272,3989,1.4142135623730951,8193540096.0,,1.0986122886681098,3,33.12099032335839,7.001245622069476,1,PConc,1.7320508075688772,,27,3.0,1097,2016.0,1.9459101490553132,1097,7.59890045687141,1,2,9,1.224744871391589,0.6931471805599453,0.0,1,33.12099032335839,4.174387269895637,1203409,672.0,1995,1.0,WD,1Fam,6,4,1,2,0,1.4142135623730951,112.0,4.727387818712341,1,2,672,1.0,0,5,3.0,4,1203409,1097,3,25,64,4,4064256.0,1320139673,,0,1.0,1.0,44.8998886412873,,9,7.001245622069476,3,3.375,0,6,27,2,2.0,46.84015371452148,4.0,2009,0.0,2.25,0.0,1,0.0,6.511745329644728,5.973809611869261,Attchd,7.001245622069476,1.7320508075688772,1.5,3,8,4,1097,1097,0,7.001245622069476,9.0,0.0,0.0,9,8,4,1,11.884495917930655
37,2510,Fin,6,0,Norm,125,2594,NAmes,2,2594,2.23606797749979,2181825073,0.0,1954.0,RL,Y,1954,5,1213,17454600584,30,9.051696278536586,8532,Normal,6728836,8,7.861341795599989,3944,1.4142135623730951,3334661784.0,1.0,1.0986122886681098,3,36.013886210738214,7.168579897264035,0,CBlock,1.7320508075688772,3.0,27,3.0,1297,1494.0,1.791759469228055,1297,7.596392304064196,1,2,9,1.224744871391589,0.0,0.0,1,36.013886210738214,0.0,1682209,498.0,1990,1.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,74.0,4.31748811353631,1,2,498,1.0,1,4,3.0,4,1682209,84,3,25,0,4,2232036.0,2181825073,3.0,0,3.0,1.0,38.65229618017538,1.0,9,4.442651256490317,3,3.375,1,10,27,2,1.0,50.93132631298737,3.0,2009,7.101675971619444,2.25,0.0,1,650.0,6.212606095751519,0.0,Attchd,7.168579897264035,1.7320508075688772,1.5,3,8,4,1297,1297,0,7.168579897264035,9.0,0.6931471805599453,0.0,9,8,4,1,11.938199736300925
38,1788,Unf,7,52,Norm,125,2114,NAmes,3,2114,2.23606797749979,1180932193,0.0,1953.0,RL,Y,1953,5,731,9447457544,35,8.977525200965243,7922,Abnorml,4468996,8,7.656810091480378,3960,1.4142135623730951,401947272.0,,0.6931471805599453,4,32.51153641401772,6.964135612418245,0,CBlock,2.0,,64,3.0,1057,738.0,1.791759469228055,1057,7.60489448081162,1,2,12,1.4142135623730951,0.0,0.0,2,32.51153641401772,3.970291913552122,1117249,246.0,2007,2.0,WD,1Fam,5,6,2,2,0,1.0,68.0,4.23410650459726,1,1,246,1.0,0,3,3.0,4,1117249,326,3,25,52,4,544644.0,1180932193,,1,6.0,1.0,27.16615541441225,,16,5.7899601708972535,3,8.0,0,1,27,1,1.0,45.9782557302906,3.0,2010,6.595780513961311,4.0,0.0,1,0.0,5.5093883366279774,0.0,Detchd,6.964135612418245,1.7320508075688772,2.0,4,1,4,1057,1057,0,6.964135612418245,9.0,0.0,0.6931471805599453,9,8,1,2,11.599112335481124
39,1152,,5,0,Norm,64,1152,Edwards,2,1152,2.0,1528823808,,,RL,N,1955,4,0,1528823808,20,8.706324840138741,6040,AdjLand,1327104,8,7.050122520269059,3910,1.4142135623730951,,,0.0,4,33.94112549695428,7.050122520269059,0,PConc,1.4142135623730951,,8,,1152,,1.9459101490553132,0,7.578656850594762,2,2,9,1.4142135623730951,0.0,0.0,1,33.94112549695428,0.0,1327104,,1955,,WD,Duplex,6,4,2,0,0,0.0,65.0,4.189654742026425,1,0,0,,0,3,,4,1327104,0,3,16,0,4,,1528823808,,0,,,,,4,0.0,2,8.0,0,6,27,1,,33.94112549695428,,2008,0.0,4.0,0.0,0,0.0,0.0,0.0,,0.0,1.7320508075688772,2.0,2,0,4,1152,1152,0,7.050122520269059,,0.0,0.0,9,8,0,1,11.314486721293981
40,1967,RFn,5,138,Norm,216,2412,NAmes,2,2412,2.449489742783178,2320940224,0.0,1965.0,RL,Y,1965,6,643,14032398528,30,9.066354521447801,8658,Abnorml,5817744,8,7.7886260656250315,3930,1.4142135623730951,2299968000.0,1.0,1.0986122886681098,3,36.38681079732051,7.1891677384203225,0,CBlock,1.7320508075688772,3.0,27,3.0,1324,1320.0,1.9459101490553132,1088,7.583756300707112,2,2,9,1.4142135623730951,0.0,0.0,1,36.38681079732051,4.9344739331306915,1752976,440.0,1965,1.0,WD,1Fam,6,4,1,2,0,1.4142135623730951,84.0,4.442651256490317,1,2,440,1.0,1,5,3.0,4,1752976,445,3,36,138,4,1742400.0,2320940224,3.0,0,3.0,1.0,36.3318042491699,1.0,9,6.100318952020064,3,8.0,1,12,27,2,1.0,49.1121166312347,3.0,2006,6.467698726104354,4.0,0.0,1,101.0,6.089044875446846,0.0,Attchd,6.9930151229329605,1.7320508075688772,2.0,3,8,4,1324,1324,0,7.1891677384203225,9.0,0.6931471805599453,0.0,9,8,4,1,11.982935344196433
41,2295,RFn,6,104,Norm,125,2678,Timber,2,2678,2.23606797749979,2342039552,3.0,1959.0,RL,Y,1959,5,967,19205769752,30,9.735423867488873,16905,Normal,7171684,8,7.893198869544609,3918,1.4142135623730951,788889024.0,2.0,0.6931471805599453,3,36.4417343165772,7.192182058713246,1,CBlock,1.7320508075688772,4.0,27,3.0,1328,924.0,1.791759469228055,1350,7.580699752224563,1,2,12,1.4142135623730951,0.6931471805599453,0.0,2,36.4417343165772,4.653960350157523,1763584,308.0,1959,2.0,WD,1Fam,5,4,1,1,0,1.0,115.0,4.7535901911063645,1,1,308,1.0,2,4,3.0,4,1763584,383,3,25,104,4,853776.0,2342039552,8.0,0,4.0,1.0,30.397368307141328,4.0,9,5.950642552587727,2,8.0,1,7,27,2,1.0,51.749396131742444,3.0,2007,6.875232087276577,4.0,0.0,1,0.0,5.733341276897746,0.0,Attchd,7.208600337960199,1.7320508075688772,2.0,3,1,4,1328,1328,0,7.192182058713246,9.0,1.0986122886681098,0.0,9,8,1,1,12.04355959836804
42,1724,RFn,7,240,Norm,125,1724,SawyerW,3,1724,2.23606797749979,690807104,2.0,1983.0,RL,Y,1983,5,747,5124031424,35,9.1248914101437,9180,Normal,2972176,8,7.45298232946546,3966,1.4142135623730951,3456649728.0,,1.0986122886681098,4,29.732137494637012,6.785587645007929,0,CBlock,2.0,,64,3.0,884,1512.0,1.791759469228055,840,7.592870287844818,1,2,9,1.4142135623730951,0.0,0.0,1,29.732137494637012,0.0,781456,504.0,1983,2.0,WD,1Fam,5,6,2,2,0,1.4142135623730951,,,1,2,504,2.0,0,4,4.0,4,781456,0,3,25,0,3,2286144.0,690807104,,1,5.0,1.0,38.88444419044716,,16,0.0,2,8.0,0,12,27,2,2.0,41.52107898405339,4.0,2007,6.617402977974478,4.0,0.0,1,0.0,6.22455842927536,5.484796933490655,Attchd,6.734591659972948,1.7320508075688772,2.0,4,8,4,884,884,0,6.785587645007929,12.0,0.0,0.6931471805599453,9,8,4,2,11.87757552297847
43,1709,Unf,6,145,Norm,125,1876,CollgCr,2,1876,2.23606797749979,825293672,2.0,1977.0,RL,Y,1975,5,280,6602349376,30,9.127067452782361,9200,Normal,3519376,8,7.537430036586509,3955,1.4142135623730951,788889024.0,,0.6931471805599453,3,30.62678566222711,6.844815479208263,0,CBlock,1.7320508075688772,,27,3.0,938,924.0,1.791759469228055,938,7.591357046698551,1,2,9,1.4142135623730951,0.0,0.0,1,30.62678566222711,0.0,879844,308.0,1980,1.0,WD,1Fam,5,4,1,2,0,1.0,,,1,1,308,1.0,0,3,3.0,4,879844,167,3,25,0,3,853776.0,825293672,,1,2.0,1.0,30.397368307141328,,9,5.123963979403259,3,8.0,0,7,27,1,2.0,43.31281565541543,4.0,2008,5.638354669333745,4.0,0.0,1,0.0,5.733341276897746,4.983606621708336,Detchd,6.844815479208263,1.7320508075688772,2.0,3,1,4,938,938,0,6.844815479208263,9.0,0.0,0.6931471805599453,9,8,1,1,11.777218637129327
44,1835,RFn,6,0,Norm,125,2300,NAmes,2,2300,2.23606797749979,1520875000,0.0,1959.0,RL,Y,1959,5,179,12167000000,30,8.980423936374544,7945,Normal,5290000,8,7.741099090035366,3918,1.4142135623730951,729000000.0,,0.6931471805599453,3,33.91164991562634,7.048386408721883,0,CBlock,1.7320508075688772,,27,3.0,1150,900.0,1.9459101490553132,1150,7.580699752224563,1,2,9,1.4142135623730951,0.0,0.0,1,33.91164991562634,0.0,1322500,300.0,1959,2.0,WD,1Fam,6,4,1,2,0,1.0,70.0,4.2626798770413155,1,1,300,1.0,0,5,3.0,4,1322500,465,3,25,0,4,810000.0,1520875000,,1,5.0,1.0,30.0,,9,6.144185634125646,3,8.0,0,5,27,2,1.0,47.958315233127195,3.0,2006,5.19295685089021,4.0,0.0,1,0.0,5.707110264748875,0.0,Attchd,7.048386408721883,1.7320508075688772,2.0,3,1,4,1150,1150,0,7.048386408721883,9.0,0.0,0.6931471805599453,9,8,1,1,11.856522261533737
45,2208,RFn,5,278,Norm,729,3504,NridgHt,2,3504,3.0,5377771008,0.0,2005.0,RL,Y,2005,9,456,43022168064,45,8.943636705909594,7658,Normal,12278016,8,8.16194579946869,4010,1.7320508075688772,5159780352.0,2.0,1.0986122886681098,5,41.8568990729127,7.469083884921234,0,PConc,2.23606797749979,4.0,125,3.0,1752,1728.0,1.9459101490553132,1752,7.603897968521881,2,3,15,1.7320508075688772,0.0,0.0,2,41.8568990729127,4.418840607796598,3069504,576.0,2005,2.0,WD,TwnhsE,6,6,2,2,0,1.4142135623730951,61.0,4.127134385045092,2,2,576,1.0,1,5,3.0,9,3069504,1296,5,81,82,4,2985984.0,5377771008,4.0,1,6.0,1.0,41.569219381653056,2.0,25,7.167809184316444,2,27.0,1,2,125,2,2.0,59.19459434779497,5.0,2010,6.124683390894205,9.0,0.0,1,412.0,6.3578422665081,5.2832037287379885,Attchd,7.469083884921234,2.23606797749979,3.0,5,8,4,1752,1752,0,7.469083884921234,9.0,0.6931471805599453,0.6931471805599453,25,27,4,2,12.675766851909591
46,3500,RFn,5,409,Norm,343,3583,Mitchel,2,3583,2.6457513110645907,9924513949,0.0,2003.0,RL,Y,2003,7,1351,45998156287,35,9.458995712459116,12822,Abnorml,12837889,8,8.18423477409482,4006,1.7320508075688772,8120601000.0,2.0,1.0986122886681098,4,46.357307945997036,7.325807502595773,1,PConc,2.0,5.0,64,3.0,2149,2010.0,1.9459101490553132,1434,7.602900462204755,1,3,12,1.5811388300841898,0.6931471805599453,6.448889394146858,2,46.357307945997036,3.784189633918261,4618201,670.0,2003,2.0,WD,1Fam,6,6,2,2,631,1.4142135623730951,48.0,3.8918202981106265,2,2,670,1.0,1,5,3.0,9,4618201,83,4,49,43,3,4040100.0,9924513949,5.0,1,6.0,1.0,44.83302354291979,2.0,16,4.430816798843313,1,15.625,1,8,64,2,2.0,59.85816569190874,5.0,2009,7.20934025660291,6.25,5.293304824724492,1,0.0,6.508769136971682,5.1298987149230735,Attchd,7.268920128193722,2.0,2.5,4,8,4,2149,1518,198,7.673223121121708,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.387089184491993
